iid;title;year;Adventure;Fantasy;Children;Animation;Comedy;Romance;Drama;Thriller;Action;Crime;Horror;Mystery;Sci-Fi;War;Musical;Documentary;IMAX;Western;Film-Noir;(no genres listed);directors;actors;writers
6162;Gerry;2002;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Gus Van Sant;Casey Affleck,Matt Damon;Casey Affleck,Matt Damon,Gus Van Sant
6163;He Loves Me... He Loves Me Not;2002;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
6166;Dennis the Menace;1993;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Nick Castle;Walter Matthau,Mason Gamble,Joan Plowright;Hank Ketcham,John Hughes
6169;Black Stallion Returns;1983;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Dalva;Kelly Reno,Vincent Spano,Allen Garfield;Walter Farley,Richard Kletter,Jerome Kass
6170;Black Stallion;1979;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Carroll Ballard;Kelly Reno,Mickey Rooney,Teri Garr;Melissa Mathison,Jeanne Rosenberg,William D. Wittliff
6178;Patch of Blue;1965;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Guy Green;Sidney Poitier,Shelley Winters,Elizabeth Hartman;Elizabeth Kata,Guy Green
6181;Red Badge of Courage;1951;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;John Huston;Audie Murphy,Bill Mauldin,Douglas Dick;Stephen Crane,John Huston,Albert Band
6182;Thrill of It All;1963;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Norman Jewison;Doris Day,James Garner,Arlene Francis;Carl Reiner,Larry Gelbart
6183;Pillow Talk;1959;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;Michael Gordon;Rock Hudson,Doris Day,Tony Randall;Stanley Shapiro,Maurice Richlin,Russell Rouse
6184;Man Who Fell to Earth;1976;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;Nicolas Roeg;David Bowie,Rip Torn,Candy Clark;Paul Mayersberg,Walter Tevis
6185;Dark Blue;2003;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;Ron Shelton;Kurt Russell,Ving Rhames,Scott Speedman;James Ellroy,David Ayer
6186;Gods and Generals;2003;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;Ron Maxwell;Stephen Lang,Robert Duvall,Jeff Daniels;Jeff Shaara,Ron Maxwell
6187;Life of David Gale;2003;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;Alan Parker;Kevin Spacey,Kate Winslet,Laura Linney;Charles Randolph
6188;Old School;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Todd Phillips;Luke Wilson,Vince Vaughn,Will Ferrell;Court Crandall,Todd Phillips,Scot Armstrong
6192;Open Hearts;2002;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jacob Kostelli,Travis Pollert;Jeff Kempf,Brittany Potts,Rob Raylman,Francesco Santoro;N/A
6193;Poolhall Junkies;2002;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Mars Callahan;Mars Callahan,Chazz Palminteri,Michael Rosenbaum;Mars Callahan,Chris Corso
6195;Stone Reader;2002;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Mark Moskowitz;Carl Brandt,Frank Conroy,Bruce Dobler;Mark Moskowitz
6196;Cradle 2 the Grave;2003;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;Andrzej Bartkowiak;Jet Li,DMX,Mark Dacascos;John O'Brien,Channing Gibson
6197;Spider;2002;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;David Cronenberg;Ralph Fiennes,Miranda Richardson,Gabriel Byrne;Patrick McGrath
6201;Lady Jane;1986;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Trevor Nunn;Helena Bonham Carter,Cary Elwes,John Wood;Chris Bryant,David Edgar
6202;Late Marriage;2001;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Adim Williams;Tina Amuziam,Clarion Chukwura-Abiola,Kola Idowu,Genevieve Nnaji;N/A
6203;Life Stinks;1991;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Mel Brooks;Mel Brooks,Lesley Ann Warren,Jeffrey Tambor;Mel Brooks,Ron Clark,Rudy De Luca
6204;Meteor Man;1993;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Bruce Kaufman;N/A;Bruce Kaufman
6210;Volcano High;2001;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
6212;Bringing Down the House;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Adam Shankman;Steve Martin,Queen Latifah,Eugene Levy;Jason Filardi
6213;Tears of the Sun;2003;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;Antoine Fuqua;Bruce Willis,Cole Hauser,Monica Bellucci;Alex Lasker,Patrick Cirillo
6214;Irreversible;2002;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;False;False;False;False;False;Oren Kaplan;Eleni Asimos,Samuel Child,James Conolly;Ken Furer,Oren Kaplan
6215;Laurel Canyon;2002;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Lisa Cholodenko;Frances McDormand,Alessandro Nivola,Christian Bale;Lisa Cholodenko
6216;Nowhere in Africa;2001;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
6217;Safety of Objects;2001;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Rose Troche;Glenn Close,Dermot Mulroney,Mary Kay Place;A.M. Homes,Rose Troche
6218;Bend It Like Beckham;2002;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Gurinder Chadha;Parminder Nagra,Keira Knightley,Jonathan Rhys Meyers;Gurinder Chadha,Guljit Bindra,Paul Mayeda Berges
6219;Hunted;2003;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;N/A;Melissa George,Adam Rayner,Patrick Malahide;Frank Spotnitz
6220;Willard;2003;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;Glen Morgan;Crispin Glover,R. Lee Ermey,Laura Harring;Glen Morgan,Gilbert Ralston,Stephen Gilbert
6222;Prozac Nation;2001;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Erik Skjoldbjærg;Christina Ricci,Jonathan Rhys Meyers,Jessica Lange;Elizabeth Wurtzel,Galt Niederhoffer,Frank Deasy
6223;Spun;2001;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;Jonas Åkerlund;Jason Schwartzman,John Leguizamo,Patrick Fugit;Will De Los Santos,Creighton Vero
6225;King of Kings;1961;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Nicholas Ray;Jeffrey Hunter,Siobhan McKenna,Hurd Hatfield;Philip Yordan,Ray Bradbury
6228;Talk of the Town;1942;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;N/A;Mona Abou Hamze;N/A
6232;Born Free;1966;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;James Hill,Tom McGowan;Virginia McKenna,Bill Travers,Geoffrey Keen;Joy Adamson,Lester Cole
6234;Equus;1977;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;Sidney Lumet;Richard Burton,Peter Firth,Colin Blakely;Peter Shaffer
6235;Europa Europa;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;Agnieszka Holland;Solomon Perel,Marco Hofschneider,René Hofschneider;Agnieszka Holland,Solomon Perel
6237;Glenn Miller Story;1953;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Anthony Mann;James Stewart,June Allyson,Harry Morgan;Valentine Davies,Oscar Brodney
6238;Green Card;1990;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Peter Weir;Gérard Depardieu,Andie MacDowell,Bebe Neuwirth;Peter Weir
6239;Journey to the Center of the Earth;1959;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Eric Brevig;Brendan Fraser,Josh Hutcherson,Anita Briem;Michael D. Weiss,Jennifer Flackett,Mark Levin
6241;Pauline at the Beach;1983;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
6242;Ringu;1998;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;Hideo Nakata;Nanako Matsushima,Miki Nakatani,Yûko Takeuchi;Hiroshi Takahashi,Kôji Suzuki
6244;Salaam Bombay!;1988;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Mira Nair;Shafiq Syed,Anjaan,Amrit Patel;Mira Nair,Sooni Taraporevala,Hriday Lani
6245;Sweet Charity;1969;False;False;False;False;True;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;Bob Fosse;Shirley MacLaine,John McMartin,Ricardo Montalban;Neil Simon,Federico Fellini,Tullio Pinelli
6246;Talent for the Game;1991;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert M. Young;Edward James Olmos,Lorraine Bracco,John E. Coleman;David Himmelstein,Thomas Michael Donnelly,Larry Ferguson
6249;Boat Trip;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Mort Nathan;Cuba Gooding Jr.,Horatio Sanz,Roselyn Sanchez;Mort Nathan,William Bigelow
6250;Dreamcatcher;2003;False;False;False;False;False;False;True;True;False;False;True;False;True;False;False;False;False;False;False;False;Lawrence Kasdan;Morgan Freeman,Thomas Jane,Jason Lee;Stephen King,William Goldman,Lawrence Kasdan
6251;Piglet's Big Movie;2003;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Francis Glebas;John Fiedler,Jim Cummings,Ken Sansom;Brian Hohlfeld,A.A. Milne,Ted Henning
6252;View from the Top;2003;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Bruno Barreto;Gwyneth Paltrow,Christina Applegate,Kelly Preston;Eric Wald
6254;Awful Truth;1937;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Leo McCarey;Irene Dunne,Cary Grant,Ralph Bellamy;Viña Delmar,Arthur Richman,Sidney Buchman
6263;Basic;2003;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;John McTiernan;John Travolta,Samuel L. Jackson,Connie Nielsen;James Vanderbilt
6264;Core;2003;False;False;False;False;False;False;True;True;True;False;False;False;True;False;False;False;False;False;False;False;Chuck Fryberger;N/A;N/A
6265;Head of State;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Chris Rock;Chris Rock,Bernie Mac,Lynn Whitfield;Chris Rock,Ali LeRoi
6266;What a Girl Wants;2003;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Dennie Gordon;Amanda Bynes,Colin Firth,Kelly Preston;William Douglas-Home,Jenny Bicks,Elizabeth Chandler
6267;Assassination Tango;2002;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Robert Duvall;Robert Duvall,Luciana Pedraza,Rubén Blades;Robert Duvall
6268;Raising Victor Vargas;2002;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Peter Sollett;Victor Rasuk,Donna Maldonado,Kevin Rivera;Peter Sollett,Eva Vives
6269;Stevie;2002;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Steve James;Steve James,Stephen Fielding,Tonya Gregory;N/A
6270;Akira Kurosawa's Dreams;1990;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
6271;Day for Night;1973;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Kaveh Ebrahimpour;Anahita Afshar,Katayun Amir Ebrahimi,Mohsen Hosseini;Kaveh Ebrahimpour
6273;In a Lonely Place;1950;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;True;False;Nicholas Ray;Humphrey Bogart,Gloria Grahame,Frank Lovejoy;Andrew Solt,Edmund H. North,Dorothy B. Hughes
6279;Good Thief;2002;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;Neil Jordan;Nick Nolte,Ralph Fiennes,Nutsa Kukhianidze;Auguste Le Breton,Jean-Pierre Melville,Neil Jordan
6280;Man Apart;2003;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;F. Gary Gray;Vin Diesel,Timothy Olyphant,Larenz Tate;Christian Gudegast,Paul T. Scheuring
6281;Phone Booth;2002;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Joel Schumacher;Colin Farrell,Kiefer Sutherland,Forest Whitaker;Larry Cohen
6283;Cowboy Bebop: The Movie;2001;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;N/A;Beau Billingslea,Steve Blum,Melissa Fahn;N/A
6285;Levity;2003;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Ed Solomon;Billy Bob Thornton,Morgan Freeman,Kirsten Dunst;Ed Solomon
6286;Man Without a Past;2002;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
6287;Anger Management;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Peter Segal;Jack Nicholson,Adam Sandler,Marisa Tomei;David Dorfman
6288;Better Luck Tomorrow;2002;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;Justin Lin;Parry Shen,Jason Tobin,Sung Kang;Ernesto Foronda,Justin Lin,Fabian Marquez
6289;Ghosts of the Abyss;2003;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;James Cameron;Bill Paxton,Lori Johnston,Lewis Abernathy;N/A
6290;House of 1000 Corpses;2003;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;Rob Zombie;Sid Haig,Karen Black,Bill Moseley;Rob Zombie
6291;Lilya 4-Ever;2002;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
6294;Bulletproof Monk;2003;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Paul Hunter;Chow Yun-Fat,Seann William Scott,Jaime King;Ethan Reiff,Cyrus Voris
6295;Chasing Papi;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Linda Mendoza;Eduardo Verástegui,Roselyn Sanchez,Sofía Vergara;Laura Angelica Simon,Steve Antin,Alison Balian
6296;Mighty Wind;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;Christopher Guest;Christopher Guest,Eugene Levy,Michael McKean;Christopher Guest,Eugene Levy
6297;Holes;2003;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;Andrew Davis;Shia LaBeouf,Sigourney Weaver,Jon Voight;Louis Sachar
6298;Malibu's Most Wanted;2003;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;John Whitesell;Jamie Kennedy,Ryan O'Neal,Blair Underwood;Fax Bahr,Adam Small,Jamie Kennedy
6299;Winged Migration;2001;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;;;
6300;Flickering Lights;2000;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
6301;Straw Dogs;1971;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;Sam Peckinpah;Dustin Hoffman,Susan George,Peter Vaughan;David Zelag Goodman,Sam Peckinpah,Gordon Williams
6302;Beginning of the End;1957;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Bert I. Gordon;Peter Graves,Peggie Castle,Morris Ankrum;Fred Freiberger,Lester Gorn
6303;Andromeda Strain;1971;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;Robert Wise;James Olson,Arthur Hill,David Wayne;Michael Crichton,Nelson Gidding
6305;Fahrenheit 451;1966;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;François Truffaut;Oskar Werner,Julie Christie,Cyril Cusack;François Truffaut,Jean-Louis Richard,Ray Bradbury
6306;I Am Trying to Break Your Heart;2002;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Sam Jones;Jeff Tweedy,John Stirratt,Leroy Bach;N/A
6308;Legal Eagles;1986;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Ivan Reitman;Robert Redford,Debra Winger,Daryl Hannah;Ivan Reitman,Jim Cash,Jack Epps Jr.
6310;Memories of Me;1988;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Henry Winkler;Billy Crystal,Alan King,JoBeth Williams;Eric Roth,Billy Crystal
6313;Sibling Rivalry;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Carl Reiner;Kirstie Alley,Bill Pullman,Carrie Fisher;Martha Goldhirsh
6314;Undercover Blues;1993;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Herbert Ross;Kathleen Turner,Dennis Quaid,Fiona Shaw;Ian Abrams
6315;Wildcats;1986;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Michael Ritchie;Goldie Hawn,Swoosie Kurtz,Robyn Lively;Ezra Sacks
6316;Wiz;1978;True;True;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;Sidney Lumet;Diana Ross,Michael Jackson,Nipsey Russell;L. Frank Baum,William F. Brown,Joel Schumacher
6319;My Father the Hero;1991;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Steve Miner;Gérard Depardieu,Katherine Heigl,Dalton James;Gérard Lauzier,Francis Veber,Charlie Peters
6320;Scenes from a Mall;1991;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Paul Mazursky;Bette Midler,Woody Allen,Bill Irwin;Roger L. Simon,Paul Mazursky
6322;Confidence;2003;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;James Foley;Edward Burns,Dustin Hoffman,Rachel Weisz;Doug Jung
6323;Identity;2003;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;James Mangold;John Cusack,Ray Liotta,Amanda Peet;Michael Cooney
6324;It Runs in the Family;2003;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Fred Schepisi;Kirk Douglas,Michael Douglas,Bernadette Peters;Jesse Wigutow
6327;Decade Under the Influence;2003;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Ted Demme,Richard LaGravenese;Francis Ford Coppola,William Friedkin,Robert Altman;N/A
6329;Manic;2001;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Jordan Melamed;Joseph Gordon-Levitt,Michael Bacall,Zooey Deschanel;Michael Bacall,Blayne Weaver
6330;People I Know;2002;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;Daniel Algrant;Al Pacino,Téa Leoni,Ryan O'Neal;Jon Robin Baitz
6331;Spellbound;2002;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Alfred Hitchcock;Ingrid Bergman,Gregory Peck,Michael Chekhov;Ben Hecht,John Palmer,Hilary St George Saunders
6332;Lizzie McGuire Movie;2003;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Jim Fall;Hilary Duff,Adam Lamberg,Clayton Snyder;Susan Estelle Jansen,Ed Decter,John J. Strauss
6333;X2: X-Men United;2003;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
6334;Blue Car;2002;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Karen Moncrieff;David Strathairn,Agnes Bruckner,Margaret Colin;Karen Moncrieff
6335;Dancer Upstairs;2002;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;John Malkovich;Javier Bardem,Laura Morante,Juan Diego Botto;Nicholas Shakespeare
6336;Marooned in Iraq;2002;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
6337;Owning Mahowny;2003;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;Richard Kwietniowski;Philip Seymour Hoffman,Minnie Driver,John Hurt;Gary Stephen Ross,Maurice Chauvet
6338;Daddy Day Care;2003;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Steve Carr;Eddie Murphy,Jeff Garlin,Anjelica Huston;Geoff Rodkey
6339;Man on the Train;2002;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Mary McGuckian;Donald Sutherland,Larry Mullen Jr.,Graham Greene;Claude Klotz,Mary McGuckian
6341;Shape of Things;2003;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Neil LaBute;Paul Rudd,Rachel Weisz,Gretchen Mol;Neil LaBute
6342;Trip;2002;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Todd Phillips;Breckin Meyer,Seann William Scott,Amy Smart;Todd Phillips,Scot Armstrong
6344;101 Reykjavik;2000;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Baltasar Kormákur;Hilmir Snær Guðnason,Victoria Abril,Hanna María Karlsdóttir;Hallgrímur Helgason,Baltasar Kormákur
6345;Chorus Line;1985;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;Richard Attenborough;Michael Douglas,Terrence Mann,Michael Blevins;Arnold Schulman,Michael Bennett,James Kirkwood Jr.
6347;Beat Street;1984;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;Stan Lathan;Rae Dawn Chong,Guy Davis,Jon Chardiet;Steven Hager,Andrew Davis,David Gilbert
6348;Breakin' 2: Electric Boogaloo;1984;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;Sam Firstenberg;Lucinda Dickey,Adolfo Quinones,Michael Chambers;Charles Parker,Allen DeBevoise,Jan Ventura
6349;Breakin';1984;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;Joel Silberg;Lucinda Dickey,Adolfo Quinones,Michael Chambers;Charles Parker,Allen DeBevoise,Gerald Scaife
6350;Laputa: Castle in the Sky;1986;True;True;True;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;
6357;High Society;1956;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;Charles Walters;Bing Crosby,Grace Kelly,Frank Sinatra;John Patrick,Philip Barry
6358;Kiss Me Kate;1953;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;George Sidney;Kathryn Grayson,Howard Keel,Ann Miller;Dorothy Kingsley,Sam Spewack,Bella Spewack
6365;Matrix Reloaded;2003;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;False;False;Lana Wachowski,Lilly Wachowski;Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss;Lilly Wachowski,Lana Wachowski
6367;Down with Love;2003;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Peyton Reed;Ewan McGregor,Renée Zellweger,David Hyde Pierce;Eve Ahlert,Dennis Drake
6368;Cinemania;2002;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Angela Christlieb,Stephen Kijak;Jack Angstreich,Eric Chadbourne,Bill Heidbreder;Angela Christlieb
6370;Spanish Apartment;2002;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
6371;Pokémon Heroes;2003;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
6373;Bruce Almighty;2003;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Tom Shadyac;Jim Carrey,Jennifer Aniston,Morgan Freeman;Steve Koren,Mark O'Keefe,Steve Oedekerk
6374;In-Laws;2003;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;N/A;Dennis Farina,Elon Gold,Bonnie Somerville;Mark Reisman
6375;Gigantic;2002;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Matt Aselton;Paul Dano,Zooey Deschanel,John Goodman;Adam Nagata,Matt Aselton
6376;Respiro;2002;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Emanuele Crialese;Valeria Golino,Vincenzo Amato,Francesco Casisa;Emanuele Crialese
6377;Finding Nemo;2003;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Andrew Stanton,Lee Unkrich;Albert Brooks,Ellen DeGeneres,Alexander Gould;Andrew Stanton,Bob Peterson,David Reynolds
6378;Italian Job;2003;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;N/A;Fabrizio Arturi,Daniele Di Stefano,Monika Jarosinska,Walter Nestola;N/A
6379;Wrong Turn;2003;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;Rob Schmidt;Eliza Dushku,Jeremy Sisto,Emmanuelle Chriqui;Alan B. McElroy
6380;Capturing the Friedmans;2003;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;Andrew Jarecki;Arnold Friedman,Jesse Friedman,David Friedman;N/A
6382;Together;2002;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Stephen Daldry,Justin Martin;James McAvoy,Sharon Horgan,Samuel Logan;Dennis Kelly
6383;2 Fast 2 Furious;2003;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;John Singleton;Paul Walker,Tyrese Gibson,Cole Hauser;Gary Scott Thompson,Michael Brandt,Derek Haas
6385;Whale Rider;2002;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Niki Caro;Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton;Niki Caro,Witi Ihimaera
6386;Nevada Smith;1966;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;Henry Hathaway;Steve McQueen,Karl Malden,Brian Keith;Harold Robbins,John Michael Hayes
6387;Once a Thief;1991;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;John Woo;Yun-Fat Chow,Leslie Cheung,Cherie Chung,Kong Chu;Janet Chun,Clifton Ko,John Woo,John Woo
6390;Silk Stockings;1957;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;Rouben Mamoulian;Fred Astaire,Cyd Charisse,Janis Paige;Leonard Gershe,Leonard Spigelgass,Melchior Lengyel
