iid;title;year;Adventure;Fantasy;Children;Animation;Comedy;Romance;Drama;Thriller;Action;Crime;Horror;Mystery;Sci-Fi;War;Musical;Documentary;IMAX;Western;Film-Noir;(no genres listed);directors;actors;writers
1093;Single White Female;1990;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1094;Boondock Saints;2000;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1095;Beach;2000;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Leonardo DiCaprio;
1096;Boiler Room;2000;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1097;Pitch Black;2000;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;;;
1098;Whole Nine Yards;2000;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Bruce Willis;
1099;City Lights;1950;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1100;Reindeer Games;2000;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Ben Affleck,Charlize Theron;
1101;Wonder Boys;2000;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Michael Douglas;
1102;Ghost Dog: The Way of the Samurai;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Forest Whitaker;
1103;Mission to Mars;2000;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;Tim Robbins;
1104;Ninth Gate;1990;False;True;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;;Johnny Depp;
1105;Breaking Away;1970;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1106;Hoosiers;1980;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Gene Hackman;
1107;Bull Durham;1980;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Tim Robbins;
1108;Dog Day Afternoon;1970;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Al Pacino;
1109;American Graffiti;1970;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;George Lucas
1110;JFK;1990;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;;;
1111;Harry and the Hendersons;1980;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1112;Muppet Movie;1970;True;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1113;Great Muppet Caper;1980;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1114;Muppets Take Manhattan;1980;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1115;Erin Brockovich;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Steven Soderbergh;Julia Roberts;
1116;Final Destination;2000;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1117;Thelma & Louise;1990;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1118;Animal House;1970;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1119;Do the Right Thing;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1120;Creature Comforts;1980;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1121;Double Indemnity;1950;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;;;
1122;Teenage Mutant Ninja Turtles;1990;False;True;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;
1123;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;1990;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1124;Teenage Mutant Ninja Turtles III;1990;True;True;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1125;Red Dawn;1980;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
1126;Good Morning, Vietnam;1980;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;Robin Williams,Forest Whitaker;
1127;Grumpy Old Men;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1128;Guess Who's Coming to Dinner;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1129;Romeo Must Die;2000;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1130;Lord of the Flies;1960;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1131;Modern Times;1950;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1132;Hustler;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1133;Close Encounters of the Third Kind;1970;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;Steven Spielberg;;
1134;Jacob's Ladder;1990;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;;Tim Robbins;
1135;Empire Records;1990;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1136;Ladyhawke;1980;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Richard Donner;Matthew Broderick,Michelle Pfeiffer;
1137;High Fidelity;2000;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Cusack;
1138;Road to El Dorado;2000;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;Ted Elliott
1139;Hook;1990;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Steven Spielberg;Dustin Hoffman,Robin Williams,Julia Roberts;
1140;Misery;1990;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;;;Stephen King,William Goldman
1141;Solaris;1970;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;Steven Soderbergh;George Clooney;
1142;Network;1970;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1143;Odd Couple;1960;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1144;Outlaw Josey Wales;1970;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;Clint Eastwood;Clint Eastwood;
1145;Frequency;2000;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1146;Parenthood;1980;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Ron Howard;Steve Martin;
1147;Predator;1980;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;Arnold Schwarzenegger;
1148;28 Days;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Sandra Bullock;
1149;American Psycho;2000;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;;Christian Bale;
1150;Keeping the Faith;2000;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Ben Stiller,Edward Norton;
1151;Diner;1980;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kevin Bacon;
1152;Marathon Man;1970;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;Dustin Hoffman;William Goldman
1153;Caddyshack;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bill Murray;
1154;U-571;2000;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;;Matthew McConaughey;
1155;Virgin Suicides;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1156;Flintstones in Viva Rock Vegas;2000;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1157;Gladiator;2000;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;Ridley Scott;Russell Crowe;
1158;Mr. Mom;1980;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Michael Keaton;John Hughes
1159;Battlefield Earth;2000;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;John Travolta,Forest Whitaker;
1160;Pee-wee's Big Adventure;1980;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Tim Burton;;
1161;Dinosaur;2000;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1162;Road Trip;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1163;Small Time Crooks;2000;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Woody Allen;Woody Allen,Hugh Grant;Woody Allen
1164;Mission: Impossible II;2000;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Tom Cruise;
1165;Shanghai Noon;2000;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;;Owen Wilson;
1166;On Her Majesty's Secret Service;1960;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;Richard Maibaum,Ian Fleming
1167;Spy Who Loved Me;1970;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;Richard Maibaum,Ian Fleming
1168;Moonraker;1970;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;Ian Fleming
1169;Man with the Golden Gun;1970;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;Richard Maibaum,Ian Fleming
1170;Big Momma's House;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1171;Guns of Navarone;1960;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
1172;Romeo and Juliet;1960;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1173;Blazing Saddles;1970;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
1174;For a Few Dollars More;1960;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;True;False;False;;;
1175;Blood Simple;1980;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;Joel Coen,Ethan Coen;;Joel Coen,Ethan Coen
1176;Flatliners;1990;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;;Kevin Bacon,Julia Roberts;
1177;Porky's;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1178;Predator 2;1990;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
1179;Running Man;1980;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;;
1180;Starman;1980;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1181;Alien Nation;1980;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
1182;Mad Max;1970;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Mel Gibson;
1183;Road Warrior;1980;True;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;;
1184;Mad Max Beyond Thunderdome;1980;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Mel Gibson;
1185;Gone in 60 Seconds;2000;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
1186;Conversation;1970;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;Gene Hackman;
1187;Serpico;1970;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Al Pacino;
1188;Big Trouble in Little China;1980;True;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Kurt Russell;
1189;Badlands;1970;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1190;Shaft;2000;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;Samuel L. Jackson,Christian Bale;
1191;Titan A.E.;2000;True;False;True;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Matt Damon;
1192;Chicken Run;2000;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Mel Gibson;
1193;Me, Myself & Irene;2000;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jim Carrey;
1194;Patriot;2000;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;;
1195;Perfect Storm;2000;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;George Clooney;
1196;F/X;1980;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1197;Croupier;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1198;Kid;2000;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Robert Redford;William Goldman
1199;Scary Movie;2000;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1200;Footloose;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kevin Bacon;
1201;X-Men;2000;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Hugh Jackman,Ian McKellen;
1202;What Lies Beneath;2000;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;Robert Zemeckis;Harrison Ford,Michelle Pfeiffer;
1203;What About Bob?;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Bill Murray;
1204;Everything You Always Wanted to Know About Sex * But Were Afraid to Ask;1970;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Woody Allen;Woody Allen;Woody Allen
1205;Nutty Professor II: The Klumps;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Eddie Murphy;
1206;Autumn in New York;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Winona Ryder;
1207;Coyote Ugly;2000;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Goodman;
1208;Hollow Man;2000;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;;Kevin Bacon;
1209;Space Cowboys;2000;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;Clint Eastwood;Clint Eastwood,Tommy Lee Jones;
1210;Saving Grace;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1211;Kelly's Heroes;1970;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;;Clint Eastwood;
1212;Tao of Steve;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1213;Replacements;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1214;Cell;2000;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;;John Cusack,Samuel L. Jackson;Stephen King
1215;Naked Gun: From the Files of Police Squad!;1980;False;False;False;False;True;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
1216;Naked Gun 2 1/2: The Smell of Fear;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1217;Bring It On;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1218;Nurse Betty;2000;False;False;False;False;True;True;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;Morgan Freeman;
1219;Almost Famous;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1220;Dancer in the Dark;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1221;Best in Show;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1222;Remember the Titans;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Denzel Washington;
1223;Hellraiser;1980;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1224;Meet the Parents;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Ben Stiller,Robert De Niro;
1225;Requiem for a Dream;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1226;Billy Elliot;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1227;Bedazzled;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1228;Pay It Forward;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Kevin Spacey;
1229;Legend of Drunken Master;1990;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1230;Charlie's Angels;2000;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Cameron Diaz;
1231;Legend of Bagger Vance;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Will Smith,Matt Damon,Charlize Theron;
1232;Little Nicky;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Adam Sandler;
1233;Men of Honor;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Robert De Niro,Charlize Theron;
1234;Red Planet;2000;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;Val Kilmer;
1235;Diamonds Are Forever;1970;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;Sean Connery;Richard Maibaum,Ian Fleming
1236;6th Day;2000;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;;Arnold Schwarzenegger;
1237;How the Grinch Stole Christmas;2000;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;Ron Howard;Jim Carrey;
1238;Unbreakable;2000;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;Bruce Willis,Samuel L. Jackson;
1239;Crouching Tiger, Hidden Dragon;2000;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1240;Dungeons & Dragons;2000;True;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1241;Proof of Life;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Meg Ryan,Russell Crowe;
1242;Vertical Limit;2000;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1243;Planes, Trains & Automobiles;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Steve Martin;John Hughes
1244;Living Daylights;1980;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;Richard Maibaum,Ian Fleming
1245;Wall Street;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Michael Douglas;
1246;Born on the Fourth of July;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;Tom Cruise;
1247;Snatch;2000;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;Brad Pitt;
1248;Chocolat;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1249;Dude, Where's My Car?;2000;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1250;Emperor's New Groove;2000;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;John Goodman;
1251;Pollock;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Ed Harris;
1252;What Women Want;2000;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Mel Gibson;
1253;Finding Forrester;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Sean Connery;
1254;Gift;2000;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1255;Cast Away;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;Robert Zemeckis;Tom Hanks;
1256;Family Man;2000;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1257;Miss Congeniality;2000;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;Sandra Bullock;
1258;O Brother, Where Art Thou?;2000;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;Joel Coen,Ethan Coen;George Clooney;Ethan Coen,Joel Coen
1259;State and Main;2000;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1260;Thirteen Days;2000;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
1261;Traffic;2000;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;Steven Soderbergh;Michael Douglas;
1262;Shadow of the Vampire;2000;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1263;Annie;1980;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1264;Don't Tell Mom the Babysitter's Dead;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1265;Officer and a Gentleman;1980;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1266;Save the Last Dance;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1267;Wedding Planner;2000;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1268;Beverly Hills Cop II;1980;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;Eddie Murphy;
1269;Beverly Hills Cop;1980;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;Eddie Murphy;
1270;Evil Dead;1980;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
1271;Innerspace;1980;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;;Meg Ryan;
1272;Lost Boys;1980;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
1273;In the Mood For Love;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1274;Hannibal;2000;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;Ridley Scott;Anthony Hopkins,Julianne Moore;Steven Zaillian
1275;Saving Silverman;2000;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Jack Black;
1276;Down to Earth;2000;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1277;Mexican;2000;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Brad Pitt,Julia Roberts;
1278;Revenge of the Nerds;1980;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1279;Enemy at the Gates;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;Jude Law,Ed Harris;
1280;Memento;2000;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;;;
1281;Spy Kids;2000;True;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1282;Amores Perros;2000;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1283;Along Came a Spider;2000;False;False;False;False;False;False;False;True;True;True;False;True;False;False;False;False;False;False;False;False;;Morgan Freeman;
1284;Blow;2000;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;Johnny Depp;
1285;Bridget Jones's Diary;2000;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;Hugh Grant;
1286;Joe Dirt;2000;True;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
1287;Crocodile Dundee in Los Angeles;2000;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1288;Scarface;1980;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;Al Pacino,Michelle Pfeiffer;
1289;Mummy Returns;2000;True;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1290;Nine to Five;1980;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1291;Knight's Tale;2000;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1292;Shrek;2000;True;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Eddie Murphy,Cameron Diaz;Ted Elliott
1293;Moulin Rouge;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1294;Pearl Harbor;2000;False;False;False;False;False;True;True;False;True;False;False;False;False;True;False;False;False;False;False;False;;Ben Affleck;
1295;City Slickers;1990;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
1296;Mississippi Burning;1980;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;;Gene Hackman;
1297;Magnificent Seven;1960;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
1298;Animal;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1299;Evolution;2000;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;Ivan Reitman;Julianne Moore;
1300;Swordfish;2000;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;John Travolta,Hugh Jackman;
1301;Point Break;1990;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;Keanu Reeves;
1302;Tootsie;1980;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Dustin Hoffman;
1303;Atlantis: The Lost Empire;2000;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1304;Lara Croft: Tomb Raider;2000;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;Angelina Jolie;
1305;Dr. Dolittle 2;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;Eddie Murphy;
1306;Fast and the Furious;2000;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1307;A.I. Artificial Intelligence;2000;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;Steven Spielberg;Jude Law;
1308;Sexy Beast;2000;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1309;Cats & Dogs;2000;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1310;Scary Movie 2;2000;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
